Region,Province,Commodity_Name,Unit,Year,Month,Retail_Price
CAR - Cordillera Administrative Region,Abra,CABBAGE,1 KG,2021,January,100.0
CAR - Cordillera Administrative Region,Abra,ALUGBATI,1 KG,2021,January,
CAR - Cordillera Administrative Region,Abra,KANGKONG,1 KG,2021,January,
CAR - Cordillera Administrative Region,Abra,MALUNGGAY,1 KG,2021,January,
CAR - Cordillera Administrative Region,Abra,"PECHAY, NATIVE",1 KG,2021,January,
CAR - Cordillera Administrative Region,Apayao,CABBAGE,1 KG,2021,January,123.75
CAR - Cordillera Administrative Region,Apayao,ALUGBATI,1 KG,2021,January,
CAR - Cordillera Administrative Region,Apayao,KANGKONG,1 KG,2021,January,
CAR - Cordillera Administrative Region,Apayao,MALUNGGAY,1 KG,2021,January,
CAR - Cordillera Administrative Region,Apayao,"PECHAY, NATIVE",1 KG,2021,January,
CAR - Cordillera Administrative Region,Benguet,CABBAGE,1 KG,2021,January,59.38
CAR - Cordillera Administrative Region,Benguet,ALUGBATI,1 KG,2021,January,
CAR - Cordillera Administrative Region,Benguet,KANGKONG,1 KG,2021,January,
CAR - Cordillera Administrative Region,Benguet,MALUNGGAY,1 KG,2021,January,
CAR - Cordillera Administrative Region,Benguet,"PECHAY, NATIVE",1 KG,2021,January,
CAR - Cordillera Administrative Region,Ifugao,CABBAGE,1 KG,2021,January,65.71
CAR - Cordillera Administrative Region,Ifugao,ALUGBATI,1 KG,2021,January,
CAR - Cordillera Administrative Region,Ifugao,KANGKONG,1 KG,2021,January,
CAR - Cordillera Administrative Region,Ifugao,MALUNGGAY,1 KG,2021,January,
CAR - Cordillera Administrative Region,Ifugao,"PECHAY, NATIVE",1 KG,2021,January,
CAR - Cordillera Administrative Region,Kalinga,CABBAGE,1 KG,2021,January,112.5
CAR - Cordillera Administrative Region,Kalinga,ALUGBATI,1 KG,2021,January,
CAR - Cordillera Administrative Region,Kalinga,KANGKONG,1 KG,2021,January,
CAR - Cordillera Administrative Region,Kalinga,MALUNGGAY,1 KG,2021,January,
CAR - Cordillera Administrative Region,Kalinga,"PECHAY, NATIVE",1 KG,2021,January,
CAR - Cordillera Administrative Region,Mountain Province,CABBAGE,1 KG,2021,January,71.25
CAR - Cordillera Administrative Region,Mountain Province,ALUGBATI,1 KG,2021,January,
CAR - Cordillera Administrative Region,Mountain Province,KANGKONG,1 KG,2021,January,
CAR - Cordillera Administrative Region,Mountain Province,MALUNGGAY,1 KG,2021,January,
CAR - Cordillera Administrative Region,Mountain Province,"PECHAY, NATIVE",1 KG,2021,January,
CAR - Cordillera Administrative Region,City of Baguio,CABBAGE,1 KG,2021,January,100.28
CAR - Cordillera Administrative Region,City of Baguio,ALUGBATI,1 KG,2021,January,
CAR - Cordillera Administrative Region,City of Baguio,KANGKONG,1 KG,2021,January,
CAR - Cordillera Administrative Region,City of Baguio,MALUNGGAY,1 KG,2021,January,
CAR - Cordillera Administrative Region,City of Baguio,"PECHAY, NATIVE",1 KG,2021,January,
I - Ilocos Region,Ilocos Norte,CABBAGE,1 KG,2021,January,95.0
I - Ilocos Region,Ilocos Norte,ALUGBATI,1 KG,2021,January,
I - Ilocos Region,Ilocos Norte,KANGKONG,1 KG,2021,January,
I - Ilocos Region,Ilocos Norte,MALUNGGAY,1 KG,2021,January,
I - Ilocos Region,Ilocos Norte,"PECHAY, NATIVE",1 KG,2021,January,
I - Ilocos Region,Ilocos Sur,CABBAGE,1 KG,2021,January,133.14
I - Ilocos Region,Ilocos Sur,ALUGBATI,1 KG,2021,January,
I - Ilocos Region,Ilocos Sur,KANGKONG,1 KG,2021,January,
I - Ilocos Region,Ilocos Sur,MALUNGGAY,1 KG,2021,January,
I - Ilocos Region,Ilocos Sur,"PECHAY, NATIVE",1 KG,2021,January,
I - Ilocos Region,La Union,CABBAGE,1 KG,2021,January,137.5
I - Ilocos Region,La Union,ALUGBATI,1 KG,2021,January,
I - Ilocos Region,La Union,KANGKONG,1 KG,2021,January,
I - Ilocos Region,La Union,MALUNGGAY,1 KG,2021,January,
I - Ilocos Region,La Union,"PECHAY, NATIVE",1 KG,2021,January,
I - Ilocos Region,Pangasinan,CABBAGE,1 KG,2021,January,58.34
I - Ilocos Region,Pangasinan,ALUGBATI,1 KG,2021,January,
I - Ilocos Region,Pangasinan,KANGKONG,1 KG,2021,January,
I - Ilocos Region,Pangasinan,MALUNGGAY,1 KG,2021,January,
I - Ilocos Region,Pangasinan,"PECHAY, NATIVE",1 KG,2021,January,42.43
II - Cagayan Valley,Batanes,CABBAGE,1 KG,2021,January,180.0
II - Cagayan Valley,Batanes,ALUGBATI,1 KG,2021,January,
II - Cagayan Valley,Batanes,KANGKONG,1 KG,2021,January,
II - Cagayan Valley,Batanes,MALUNGGAY,1 KG,2021,January,
II - Cagayan Valley,Batanes,"PECHAY, NATIVE",1 KG,2021,January,
II - Cagayan Valley,Cagayan,CABBAGE,1 KG,2021,January,122.15
II - Cagayan Valley,Cagayan,ALUGBATI,1 KG,2021,January,
II - Cagayan Valley,Cagayan,KANGKONG,1 KG,2021,January,
II - Cagayan Valley,Cagayan,MALUNGGAY,1 KG,2021,January,
II - Cagayan Valley,Cagayan,"PECHAY, NATIVE",1 KG,2021,January,
II - Cagayan Valley,Isabela,CABBAGE,1 KG,2021,January,150.59
II - Cagayan Valley,Isabela,ALUGBATI,1 KG,2021,January,
II - Cagayan Valley,Isabela,KANGKONG,1 KG,2021,January,
II - Cagayan Valley,Isabela,MALUNGGAY,1 KG,2021,January,
II - Cagayan Valley,Isabela,"PECHAY, NATIVE",1 KG,2021,January,
II - Cagayan Valley,Nueva Vizcaya,CABBAGE,1 KG,2021,January,76.03
II - Cagayan Valley,Nueva Vizcaya,ALUGBATI,1 KG,2021,January,
II - Cagayan Valley,Nueva Vizcaya,KANGKONG,1 KG,2021,January,
II - Cagayan Valley,Nueva Vizcaya,MALUNGGAY,1 KG,2021,January,
II - Cagayan Valley,Nueva Vizcaya,"PECHAY, NATIVE",1 KG,2021,January,
II - Cagayan Valley,Quirino,CABBAGE,1 KG,2021,January,
II - Cagayan Valley,Quirino,ALUGBATI,1 KG,2021,January,
II - Cagayan Valley,Quirino,KANGKONG,1 KG,2021,January,
II - Cagayan Valley,Quirino,MALUNGGAY,1 KG,2021,January,
II - Cagayan Valley,Quirino,"PECHAY, NATIVE",1 KG,2021,January,63.75
III - Central Luzon,Aurora,CABBAGE,1 KG,2021,January,152.17
III - Central Luzon,Aurora,ALUGBATI,1 KG,2021,January,
III - Central Luzon,Aurora,KANGKONG,1 KG,2021,January,
III - Central Luzon,Aurora,MALUNGGAY,1 KG,2021,January,
III - Central Luzon,Aurora,"PECHAY, NATIVE",1 KG,2021,January,
III - Central Luzon,Bataan,CABBAGE,1 KG,2021,January,185.0
III - Central Luzon,Bataan,ALUGBATI,1 KG,2021,January,
III - Central Luzon,Bataan,KANGKONG,1 KG,2021,January,
III - Central Luzon,Bataan,MALUNGGAY,1 KG,2021,January,
III - Central Luzon,Bataan,"PECHAY, NATIVE",1 KG,2021,January,
III - Central Luzon,Bulacan,CABBAGE,1 KG,2021,January,193.85
III - Central Luzon,Bulacan,ALUGBATI,1 KG,2021,January,
III - Central Luzon,Bulacan,KANGKONG,1 KG,2021,January,
III - Central Luzon,Bulacan,MALUNGGAY,1 KG,2021,January,
III - Central Luzon,Bulacan,"PECHAY, NATIVE",1 KG,2021,January,
III - Central Luzon,Nueva Ecija,CABBAGE,1 KG,2021,January,105.0
III - Central Luzon,Nueva Ecija,ALUGBATI,1 KG,2021,January,
III - Central Luzon,Nueva Ecija,KANGKONG,1 KG,2021,January,
III - Central Luzon,Nueva Ecija,MALUNGGAY,1 KG,2021,January,
III - Central Luzon,Nueva Ecija,"PECHAY, NATIVE",1 KG,2021,January,
III - Central Luzon,Pampanga,CABBAGE,1 KG,2021,January,
III - Central Luzon,Pampanga,ALUGBATI,1 KG,2021,January,
III - Central Luzon,Pampanga,KANGKONG,1 KG,2021,January,
III - Central Luzon,Pampanga,MALUNGGAY,1 KG,2021,January,
III - Central Luzon,Pampanga,"PECHAY, NATIVE",1 KG,2021,January,
III - Central Luzon,Tarlac,CABBAGE,1 KG,2021,January,221.96
III - Central Luzon,Tarlac,ALUGBATI,1 KG,2021,January,
III - Central Luzon,Tarlac,KANGKONG,1 KG,2021,January,
III - Central Luzon,Tarlac,MALUNGGAY,1 KG,2021,January,
III - Central Luzon,Tarlac,"PECHAY, NATIVE",1 KG,2021,January,
III - Central Luzon,Zambales,CABBAGE,1 KG,2021,January,273.13
III - Central Luzon,Zambales,ALUGBATI,1 KG,2021,January,
III - Central Luzon,Zambales,KANGKONG,1 KG,2021,January,
III - Central Luzon,Zambales,MALUNGGAY,1 KG,2021,January,
III - Central Luzon,Zambales,"PECHAY, NATIVE",1 KG,2021,January,
III - Central Luzon,City of Angeles,CABBAGE,1 KG,2021,January,
III - Central Luzon,City of Angeles,ALUGBATI,1 KG,2021,January,
III - Central Luzon,City of Angeles,KANGKONG,1 KG,2021,January,
III - Central Luzon,City of Angeles,MALUNGGAY,1 KG,2021,January,
III - Central Luzon,City of Angeles,"PECHAY, NATIVE",1 KG,2021,January,
III - Central Luzon,City of Olongapo,CABBAGE,1 KG,2021,January,314.61
III - Central Luzon,City of Olongapo,ALUGBATI,1 KG,2021,January,
III - Central Luzon,City of Olongapo,KANGKONG,1 KG,2021,January,
III - Central Luzon,City of Olongapo,MALUNGGAY,1 KG,2021,January,
III - Central Luzon,City of Olongapo,"PECHAY, NATIVE",1 KG,2021,January,
IV-A - CALABARZON,Batangas,CABBAGE,1 KG,2021,January,199.76
IV-A - CALABARZON,Batangas,ALUGBATI,1 KG,2021,January,
IV-A - CALABARZON,Batangas,KANGKONG,1 KG,2021,January,
IV-A - CALABARZON,Batangas,MALUNGGAY,1 KG,2021,January,
IV-A - CALABARZON,Batangas,"PECHAY, NATIVE",1 KG,2021,January,
IV-A - CALABARZON,Cavite,CABBAGE,1 KG,2021,January,162.82
IV-A - CALABARZON,Cavite,ALUGBATI,1 KG,2021,January,
IV-A - CALABARZON,Cavite,KANGKONG,1 KG,2021,January,
IV-A - CALABARZON,Cavite,MALUNGGAY,1 KG,2021,January,
IV-A - CALABARZON,Cavite,"PECHAY, NATIVE",1 KG,2021,January,
IV-A - CALABARZON,Laguna,CABBAGE,1 KG,2021,January,
IV-A - CALABARZON,Laguna,ALUGBATI,1 KG,2021,January,
IV-A - CALABARZON,Laguna,KANGKONG,1 KG,2021,January,
IV-A - CALABARZON,Laguna,MALUNGGAY,1 KG,2021,January,
IV-A - CALABARZON,Laguna,"PECHAY, NATIVE",1 KG,2021,January,
IV-A - CALABARZON,Quezon,CABBAGE,1 KG,2021,January,142.5
IV-A - CALABARZON,Quezon,ALUGBATI,1 KG,2021,January,
IV-A - CALABARZON,Quezon,KANGKONG,1 KG,2021,January,
IV-A - CALABARZON,Quezon,MALUNGGAY,1 KG,2021,January,
IV-A - CALABARZON,Quezon,"PECHAY, NATIVE",1 KG,2021,January,
IV-A - CALABARZON,Rizal,CABBAGE,1 KG,2021,January,
IV-A - CALABARZON,Rizal,ALUGBATI,1 KG,2021,January,
IV-A - CALABARZON,Rizal,KANGKONG,1 KG,2021,January,
IV-A - CALABARZON,Rizal,MALUNGGAY,1 KG,2021,January,
IV-A - CALABARZON,Rizal,"PECHAY, NATIVE",1 KG,2021,January,
IV-A - CALABARZON,City of Lucena,CABBAGE,1 KG,2021,January,172.03
IV-A - CALABARZON,City of Lucena,ALUGBATI,1 KG,2021,January,
IV-A - CALABARZON,City of Lucena,KANGKONG,1 KG,2021,January,
IV-A - CALABARZON,City of Lucena,MALUNGGAY,1 KG,2021,January,
IV-A - CALABARZON,City of Lucena,"PECHAY, NATIVE",1 KG,2021,January,
MIMAROPA Region,Marinduque,CABBAGE,1 KG,2021,January,204.75
MIMAROPA Region,Marinduque,ALUGBATI,1 KG,2021,January,
MIMAROPA Region,Marinduque,KANGKONG,1 KG,2021,January,
MIMAROPA Region,Marinduque,MALUNGGAY,1 KG,2021,January,
MIMAROPA Region,Marinduque,"PECHAY, NATIVE",1 KG,2021,January,
MIMAROPA Region,Occidental Mindoro,CABBAGE,1 KG,2021,January,205.88
MIMAROPA Region,Occidental Mindoro,ALUGBATI,1 KG,2021,January,
MIMAROPA Region,Occidental Mindoro,KANGKONG,1 KG,2021,January,
MIMAROPA Region,Occidental Mindoro,MALUNGGAY,1 KG,2021,January,
MIMAROPA Region,Occidental Mindoro,"PECHAY, NATIVE",1 KG,2021,January,
MIMAROPA Region,Oriental Mindoro,CABBAGE,1 KG,2021,January,251.44
MIMAROPA Region,Oriental Mindoro,ALUGBATI,1 KG,2021,January,
MIMAROPA Region,Oriental Mindoro,KANGKONG,1 KG,2021,January,
MIMAROPA Region,Oriental Mindoro,MALUNGGAY,1 KG,2021,January,
MIMAROPA Region,Oriental Mindoro,"PECHAY, NATIVE",1 KG,2021,January,
MIMAROPA Region,Palawan,CABBAGE,1 KG,2021,January,257.27
MIMAROPA Region,Palawan,ALUGBATI,1 KG,2021,January,
MIMAROPA Region,Palawan,KANGKONG,1 KG,2021,January,
MIMAROPA Region,Palawan,MALUNGGAY,1 KG,2021,January,
MIMAROPA Region,Palawan,"PECHAY, NATIVE",1 KG,2021,January,
MIMAROPA Region,Romblon,CABBAGE,1 KG,2021,January,81.51
MIMAROPA Region,Romblon,ALUGBATI,1 KG,2021,January,
MIMAROPA Region,Romblon,KANGKONG,1 KG,2021,January,
MIMAROPA Region,Romblon,MALUNGGAY,1 KG,2021,January,
MIMAROPA Region,Romblon,"PECHAY, NATIVE",1 KG,2021,January,
MIMAROPA Region,City of Puerto Princesa,CABBAGE,1 KG,2021,January,292.49
MIMAROPA Region,City of Puerto Princesa,ALUGBATI,1 KG,2021,January,
MIMAROPA Region,City of Puerto Princesa,KANGKONG,1 KG,2021,January,
MIMAROPA Region,City of Puerto Princesa,MALUNGGAY,1 KG,2021,January,
MIMAROPA Region,City of Puerto Princesa,"PECHAY, NATIVE",1 KG,2021,January,
V - Bicol Region,Albay,CABBAGE,1 KG,2021,January,206.47
V - Bicol Region,Albay,ALUGBATI,1 KG,2021,January,
V - Bicol Region,Albay,KANGKONG,1 KG,2021,January,
V - Bicol Region,Albay,MALUNGGAY,1 KG,2021,January,
V - Bicol Region,Albay,"PECHAY, NATIVE",1 KG,2021,January,
V - Bicol Region,Camarines Norte,CABBAGE,1 KG,2021,January,217.12
V - Bicol Region,Camarines Norte,ALUGBATI,1 KG,2021,January,
V - Bicol Region,Camarines Norte,KANGKONG,1 KG,2021,January,34.5
V - Bicol Region,Camarines Norte,MALUNGGAY,1 KG,2021,January,
V - Bicol Region,Camarines Norte,"PECHAY, NATIVE",1 KG,2021,January,70.65
V - Bicol Region,Camarines Sur,CABBAGE,1 KG,2021,January,
V - Bicol Region,Camarines Sur,ALUGBATI,1 KG,2021,January,
V - Bicol Region,Camarines Sur,KANGKONG,1 KG,2021,January,
V - Bicol Region,Camarines Sur,MALUNGGAY,1 KG,2021,January,
V - Bicol Region,Camarines Sur,"PECHAY, NATIVE",1 KG,2021,January,97.92
V - Bicol Region,Catanduanes,CABBAGE,1 KG,2021,January,203.43
V - Bicol Region,Catanduanes,ALUGBATI,1 KG,2021,January,
V - Bicol Region,Catanduanes,KANGKONG,1 KG,2021,January,
V - Bicol Region,Catanduanes,MALUNGGAY,1 KG,2021,January,
V - Bicol Region,Catanduanes,"PECHAY, NATIVE",1 KG,2021,January,
V - Bicol Region,Masbate,CABBAGE,1 KG,2021,January,159.88
V - Bicol Region,Masbate,ALUGBATI,1 KG,2021,January,
V - Bicol Region,Masbate,KANGKONG,1 KG,2021,January,
V - Bicol Region,Masbate,MALUNGGAY,1 KG,2021,January,
V - Bicol Region,Masbate,"PECHAY, NATIVE",1 KG,2021,January,
V - Bicol Region,Sorsogon,CABBAGE,1 KG,2021,January,201.24
V - Bicol Region,Sorsogon,ALUGBATI,1 KG,2021,January,
V - Bicol Region,Sorsogon,KANGKONG,1 KG,2021,January,
V - Bicol Region,Sorsogon,MALUNGGAY,1 KG,2021,January,
V - Bicol Region,Sorsogon,"PECHAY, NATIVE",1 KG,2021,January,
VI - Western Visayas,Aklan,CABBAGE,1 KG,2021,January,
VI - Western Visayas,Aklan,ALUGBATI,1 KG,2021,January,
VI - Western Visayas,Aklan,KANGKONG,1 KG,2021,January,
VI - Western Visayas,Aklan,MALUNGGAY,1 KG,2021,January,
VI - Western Visayas,Aklan,"PECHAY, NATIVE",1 KG,2021,January,
VI - Western Visayas,Antique,CABBAGE,1 KG,2021,January,
VI - Western Visayas,Antique,ALUGBATI,1 KG,2021,January,
VI - Western Visayas,Antique,KANGKONG,1 KG,2021,January,
VI - Western Visayas,Antique,MALUNGGAY,1 KG,2021,January,
VI - Western Visayas,Antique,"PECHAY, NATIVE",1 KG,2021,January,
VI - Western Visayas,Capiz,CABBAGE,1 KG,2021,January,141.08
VI - Western Visayas,Capiz,ALUGBATI,1 KG,2021,January,
VI - Western Visayas,Capiz,KANGKONG,1 KG,2021,January,
VI - Western Visayas,Capiz,MALUNGGAY,1 KG,2021,January,
VI - Western Visayas,Capiz,"PECHAY, NATIVE",1 KG,2021,January,
VI - Western Visayas,Guimaras,CABBAGE,1 KG,2021,January,149.16
VI - Western Visayas,Guimaras,ALUGBATI,1 KG,2021,January,
VI - Western Visayas,Guimaras,KANGKONG,1 KG,2021,January,14.83
VI - Western Visayas,Guimaras,MALUNGGAY,1 KG,2021,January,
VI - Western Visayas,Guimaras,"PECHAY, NATIVE",1 KG,2021,January,10.14
VI - Western Visayas,Iloilo,CABBAGE,1 KG,2021,January,
VI - Western Visayas,Iloilo,ALUGBATI,1 KG,2021,January,
VI - Western Visayas,Iloilo,KANGKONG,1 KG,2021,January,
VI - Western Visayas,Iloilo,MALUNGGAY,1 KG,2021,January,
VI - Western Visayas,Iloilo,"PECHAY, NATIVE",1 KG,2021,January,
VI - Western Visayas,City of Iloilo,CABBAGE,1 KG,2021,January,
VI - Western Visayas,City of Iloilo,ALUGBATI,1 KG,2021,January,
VI - Western Visayas,City of Iloilo,KANGKONG,1 KG,2021,January,
VI - Western Visayas,City of Iloilo,MALUNGGAY,1 KG,2021,January,
VI - Western Visayas,City of Iloilo,"PECHAY, NATIVE",1 KG,2021,January,
Negros Island Region (NIR),Negros Occidental,CABBAGE,1 KG,2021,January,
Negros Island Region (NIR),Negros Occidental,ALUGBATI,1 KG,2021,January,
Negros Island Region (NIR),Negros Occidental,KANGKONG,1 KG,2021,January,
Negros Island Region (NIR),Negros Occidental,MALUNGGAY,1 KG,2021,January,
Negros Island Region (NIR),Negros Occidental,"PECHAY, NATIVE",1 KG,2021,January,
Negros Island Region (NIR),Negros Oriental,CABBAGE,1 KG,2021,January,82.94
Negros Island Region (NIR),Negros Oriental,ALUGBATI,1 KG,2021,January,
Negros Island Region (NIR),Negros Oriental,KANGKONG,1 KG,2021,January,
Negros Island Region (NIR),Negros Oriental,MALUNGGAY,1 KG,2021,January,
Negros Island Region (NIR),Negros Oriental,"PECHAY, NATIVE",1 KG,2021,January,
Negros Island Region (NIR),Siquijor,CABBAGE,1 KG,2021,January,107.53
Negros Island Region (NIR),Siquijor,ALUGBATI,1 KG,2021,January,
Negros Island Region (NIR),Siquijor,KANGKONG,1 KG,2021,January,
Negros Island Region (NIR),Siquijor,MALUNGGAY,1 KG,2021,January,
Negros Island Region (NIR),Siquijor,"PECHAY, NATIVE",1 KG,2021,January,
Negros Island Region (NIR),City of Bacolod,CABBAGE,1 KG,2021,January,
Negros Island Region (NIR),City of Bacolod,ALUGBATI,1 KG,2021,January,
Negros Island Region (NIR),City of Bacolod,KANGKONG,1 KG,2021,January,
Negros Island Region (NIR),City of Bacolod,MALUNGGAY,1 KG,2021,January,
Negros Island Region (NIR),City of Bacolod,"PECHAY, NATIVE",1 KG,2021,January,
VII - Central Visayas,Bohol,CABBAGE,1 KG,2021,January,127.5
VII - Central Visayas,Bohol,ALUGBATI,1 KG,2021,January,
VII - Central Visayas,Bohol,KANGKONG,1 KG,2021,January,
VII - Central Visayas,Bohol,MALUNGGAY,1 KG,2021,January,
VII - Central Visayas,Bohol,"PECHAY, NATIVE",1 KG,2021,January,105.28
VII - Central Visayas,Cebu,CABBAGE,1 KG,2021,January,74.38
VII - Central Visayas,Cebu,ALUGBATI,1 KG,2021,January,62.25
VII - Central Visayas,Cebu,KANGKONG,1 KG,2021,January,29.81
VII - Central Visayas,Cebu,MALUNGGAY,1 KG,2021,January,
VII - Central Visayas,Cebu,"PECHAY, NATIVE",1 KG,2021,January,72.12
VII - Central Visayas,City of Cebu,CABBAGE,1 KG,2021,January,89.97
VII - Central Visayas,City of Cebu,ALUGBATI,1 KG,2021,January,78.11
VII - Central Visayas,City of Cebu,KANGKONG,1 KG,2021,January,51.99
VII - Central Visayas,City of Cebu,MALUNGGAY,1 KG,2021,January,
VII - Central Visayas,City of Cebu,"PECHAY, NATIVE",1 KG,2021,January,94.71
VII - Central Visayas,City of Lapu-lapu,CABBAGE,1 KG,2021,January,94.36
VII - Central Visayas,City of Lapu-lapu,ALUGBATI,1 KG,2021,January,99.37
VII - Central Visayas,City of Lapu-lapu,KANGKONG,1 KG,2021,January,51.66
VII - Central Visayas,City of Lapu-lapu,MALUNGGAY,1 KG,2021,January,
VII - Central Visayas,City of Lapu-lapu,"PECHAY, NATIVE",1 KG,2021,January,104.33
VII - Central Visayas,City of Mandaue,CABBAGE,1 KG,2021,January,74.78
VII - Central Visayas,City of Mandaue,ALUGBATI,1 KG,2021,January,63.32
VII - Central Visayas,City of Mandaue,KANGKONG,1 KG,2021,January,45.12
VII - Central Visayas,City of Mandaue,MALUNGGAY,1 KG,2021,January,
VII - Central Visayas,City of Mandaue,"PECHAY, NATIVE",1 KG,2021,January,75.73
VIII - Eastern Visayas,Biliran,CABBAGE,1 KG,2021,January,133.84
VIII - Eastern Visayas,Biliran,ALUGBATI,1 KG,2021,January,
VIII - Eastern Visayas,Biliran,KANGKONG,1 KG,2021,January,
VIII - Eastern Visayas,Biliran,MALUNGGAY,1 KG,2021,January,
VIII - Eastern Visayas,Biliran,"PECHAY, NATIVE",1 KG,2021,January,70.23
VIII - Eastern Visayas,Eastern Samar,CABBAGE,1 KG,2021,January,143.99
VIII - Eastern Visayas,Eastern Samar,ALUGBATI,1 KG,2021,January,
VIII - Eastern Visayas,Eastern Samar,KANGKONG,1 KG,2021,January,
VIII - Eastern Visayas,Eastern Samar,MALUNGGAY,1 KG,2021,January,
VIII - Eastern Visayas,Eastern Samar,"PECHAY, NATIVE",1 KG,2021,January,
VIII - Eastern Visayas,Leyte,CABBAGE,1 KG,2021,January,134.51
VIII - Eastern Visayas,Leyte,ALUGBATI,1 KG,2021,January,53.94
VIII - Eastern Visayas,Leyte,KANGKONG,1 KG,2021,January,24.77
VIII - Eastern Visayas,Leyte,MALUNGGAY,1 KG,2021,January,
VIII - Eastern Visayas,Leyte,"PECHAY, NATIVE",1 KG,2021,January,74.84
VIII - Eastern Visayas,Northern Samar,CABBAGE,1 KG,2021,January,132.5
VIII - Eastern Visayas,Northern Samar,ALUGBATI,1 KG,2021,January,
VIII - Eastern Visayas,Northern Samar,KANGKONG,1 KG,2021,January,
VIII - Eastern Visayas,Northern Samar,MALUNGGAY,1 KG,2021,January,
VIII - Eastern Visayas,Northern Samar,"PECHAY, NATIVE",1 KG,2021,January,
VIII - Eastern Visayas,Samar,CABBAGE,1 KG,2021,January,117.5
VIII - Eastern Visayas,Samar,ALUGBATI,1 KG,2021,January,
VIII - Eastern Visayas,Samar,KANGKONG,1 KG,2021,January,
VIII - Eastern Visayas,Samar,MALUNGGAY,1 KG,2021,January,
VIII - Eastern Visayas,Samar,"PECHAY, NATIVE",1 KG,2021,January,
VIII - Eastern Visayas,Southern Leyte,CABBAGE,1 KG,2021,January,109.37
VIII - Eastern Visayas,Southern Leyte,ALUGBATI,1 KG,2021,January,
VIII - Eastern Visayas,Southern Leyte,KANGKONG,1 KG,2021,January,
VIII - Eastern Visayas,Southern Leyte,MALUNGGAY,1 KG,2021,January,
VIII - Eastern Visayas,Southern Leyte,"PECHAY, NATIVE",1 KG,2021,January,96.25
VIII - Eastern Visayas,City of Tacloban,CABBAGE,1 KG,2021,January,129.01
VIII - Eastern Visayas,City of Tacloban,ALUGBATI,1 KG,2021,January,48.09
VIII - Eastern Visayas,City of Tacloban,KANGKONG,1 KG,2021,January,16.89
VIII - Eastern Visayas,City of Tacloban,MALUNGGAY,1 KG,2021,January,
VIII - Eastern Visayas,City of Tacloban,"PECHAY, NATIVE",1 KG,2021,January,90.76
IX - Zamboanga Peninsula,Zamboanga del Norte,CABBAGE,1 KG,2021,January,72.95
IX - Zamboanga Peninsula,Zamboanga del Norte,ALUGBATI,1 KG,2021,January,
IX - Zamboanga Peninsula,Zamboanga del Norte,KANGKONG,1 KG,2021,January,
IX - Zamboanga Peninsula,Zamboanga del Norte,MALUNGGAY,1 KG,2021,January,
IX - Zamboanga Peninsula,Zamboanga del Norte,"PECHAY, NATIVE",1 KG,2021,January,
IX - Zamboanga Peninsula,Zamboanga del Sur,CABBAGE,1 KG,2021,January,105.9
IX - Zamboanga Peninsula,Zamboanga del Sur,ALUGBATI,1 KG,2021,January,63.66
IX - Zamboanga Peninsula,Zamboanga del Sur,KANGKONG,1 KG,2021,January,26.4
IX - Zamboanga Peninsula,Zamboanga del Sur,MALUNGGAY,1 KG,2021,January,28.2
IX - Zamboanga Peninsula,Zamboanga del Sur,"PECHAY, NATIVE",1 KG,2021,January,69.03
IX - Zamboanga Peninsula,Zamboanga Sibugay,CABBAGE,1 KG,2021,January,71.36
IX - Zamboanga Peninsula,Zamboanga Sibugay,ALUGBATI,1 KG,2021,January,54.11
IX - Zamboanga Peninsula,Zamboanga Sibugay,KANGKONG,1 KG,2021,January,28.36
IX - Zamboanga Peninsula,Zamboanga Sibugay,MALUNGGAY,1 KG,2021,January,33.58
IX - Zamboanga Peninsula,Zamboanga Sibugay,"PECHAY, NATIVE",1 KG,2021,January,69.41
IX - Zamboanga Peninsula,City of Isabela,CABBAGE,1 KG,2021,January,115.93
IX - Zamboanga Peninsula,City of Isabela,ALUGBATI,1 KG,2021,January,
IX - Zamboanga Peninsula,City of Isabela,KANGKONG,1 KG,2021,January,
IX - Zamboanga Peninsula,City of Isabela,MALUNGGAY,1 KG,2021,January,
IX - Zamboanga Peninsula,City of Isabela,"PECHAY, NATIVE",1 KG,2021,January,
IX - Zamboanga Peninsula,Zamboanga City,CABBAGE,1 KG,2021,January,115.67
IX - Zamboanga Peninsula,Zamboanga City,ALUGBATI,1 KG,2021,January,45.07
IX - Zamboanga Peninsula,Zamboanga City,KANGKONG,1 KG,2021,January,33.99
IX - Zamboanga Peninsula,Zamboanga City,MALUNGGAY,1 KG,2021,January,56.43
IX - Zamboanga Peninsula,Zamboanga City,"PECHAY, NATIVE",1 KG,2021,January,70.84
X - Northern Mindanao,Bukidnon,CABBAGE,1 KG,2021,January,62.13
X - Northern Mindanao,Bukidnon,ALUGBATI,1 KG,2021,January,
X - Northern Mindanao,Bukidnon,KANGKONG,1 KG,2021,January,
X - Northern Mindanao,Bukidnon,MALUNGGAY,1 KG,2021,January,
X - Northern Mindanao,Bukidnon,"PECHAY, NATIVE",1 KG,2021,January,60.08
X - Northern Mindanao,Camiguin,CABBAGE,1 KG,2021,January,104.09
X - Northern Mindanao,Camiguin,ALUGBATI,1 KG,2021,January,
X - Northern Mindanao,Camiguin,KANGKONG,1 KG,2021,January,
X - Northern Mindanao,Camiguin,MALUNGGAY,1 KG,2021,January,
X - Northern Mindanao,Camiguin,"PECHAY, NATIVE",1 KG,2021,January,77.74
