Monitoring Station,Month,Rainfall,Year
"Baler, Aurora (Radar)",Feb,138.0,2024
"Basco, Batanes (Radar)",Feb,23.200000000000003,2024
"Borongan, Eastern Samar",Feb,160.40000000000003,2024
"Butuan City, Agusan Del Norte",Feb,196.40000000000003,2024
"Calapan, Oriental Mindoro",Feb,30.6,2024
"Calayan, Cagayan",Feb,14.8,2024
"Casiguran, Aurora",Feb,101.4,2024
"Catarman, Northern Samar",Feb,130.90000000000003,2024
"Catbalogan, Western Samar",Feb,37.8,2024
"Clark International Airport, Pampanga",Feb,0.0,2024
"CLSU, Nueva Ecija",Feb,0.0,2024
"Cotabato City, Maguindanao",Feb,67.6,2024
"Cubi Point, Subic Bay Olongapo City, Zambales",Feb,0.2,2024
"Cuyo, Palawan",Feb,0.0,2024
"Daet, Camarines Norte",Feb,99.5,2024
"Dagupan City, Pangasinan",Feb,0.0,2024
"Davao City, Davao Del Sur",Feb,129.0,2024
"Dipolog, Zamboanga Del Norte",Feb,25.4,2024
"Dumaguete City, Negros Oriental",Feb,63.7,2024
"General Santos, South Cotabato",Feb,101.20000000000002,2024
"Guiuan, Eastern Samar",Feb,67.5,2024
"Iba, Zambales",Feb,0.0,2024
"Infanta, Quezon",Feb,76.19999999999999,2024
"Itbayat, Batanes",Feb,19.3,2024
"Juban, Sorsogon",Feb,218.99999999999997,2024
"Laguindingan Airport, Misamis Oriental",Feb,6.199999999999999,2024
"Laoag City, Ilocos Norte",Feb,0.0,2024
"Legazpi City, Albay",Feb,112.6,2024
"Lumbia, Misamis Oriental",Feb,,2024
"Maasin, Southern Leyte",Feb,89.10000000000002,2024
"Mactan International Airport, Cebu",Feb,60.2,2024
"Malaybalay, Bukidnon",Feb,96.3,2024
"Masbate, Masbate",Feb,68.19999999999999,2024
"Mulanay, Quezon",Feb,7.1000000000000005,2024
"NAIA (MIA), Pasay City",Feb,0.0,2024
"Panglao, Bohol",Feb,51.8,2024
"Puerto Princesa City, Palawan",Feb,5.8999999999999995,2024
"Romblon, Romblon",Feb,66.8,2024
"Roxas City, Capiz",Feb,21.0,2024
"San Jose, Occidental Mindoro",Feb,0.0,2024
"Sangley Point, Cavite",Feb,2.6,2024
"Science Garden, Quezon City",Feb,2.8,2024
"Sinait, Ilocos Sur (former Vigan Station)",Feb,0.0,2024
"Surigao, Surigao Del Norte",Feb,296.90000000000003,2024
"Tacloban City, Leyte",Feb,71.4,2024
"Tanay, Rizal",Feb,19.1,2024
"Tayabas, Quezon",Feb,28.2,2024
"Tuguegarao, Cagayan",Feb,5.7,2024
"Virac Synop, Catanduanes",Feb,49.5,2024
"Zamboanga, Zamboanga Del Sur",Feb,53.5,2024
"Alabat, Quezon",Mar,52.0,2024
"Ambulong, Batangas",Mar,6.0,2024
"Aparri, Cagayan",Mar,12.5,2024
"Baguio City, Benguet",Mar,37.8,2024
"Baler, Aurora (Radar)",Mar,213.4,2024
"Basco, Batanes (Radar)",Mar,23.7,2024
"Borongan, Eastern Samar",Mar,136.5,2024
"Butuan City, Agusan Del Norte",Mar,47.4,2024
"Calapan, Oriental Mindoro",Mar,31.7,2024
"Calayan, Cagayan",Mar,21.7,2024
"Casiguran, Aurora",Mar,265.7,2024
"Catarman, Northern Samar",Mar,81.99999999999999,2024
"Catbalogan, Western Samar",Mar,21.700000000000003,2024
"Clark International Airport, Pampanga",Mar,48.5,2024
"CLSU, Nueva Ecija",Mar,4.2,2024
"Cotabato City, Maguindanao",Mar,20.5,2024
"Cubi Point, Subic Bay Olongapo City, Zambales",Mar,32.5,2024
"Cuyo, Palawan",Mar,0.0,2024
"Daet, Camarines Norte",Mar,97.50000000000004,2024
"Dagupan City, Pangasinan",Mar,31.8,2024
"Davao City, Davao Del Sur",Mar,28.0,2024
"Dipolog, Zamboanga Del Norte",Mar,38.3,2024
"Dumaguete City, Negros Oriental",Mar,5.1,2024
"General Santos, South Cotabato",Mar,2.0,2024
"Guiuan, Eastern Samar",Mar,59.599999999999994,2024
"Iba, Zambales",Mar,46.3,2024
"Infanta, Quezon",Mar,202.49999999999997,2024
"Itbayat, Batanes",Mar,21.1,2024
"Juban, Sorsogon",Mar,150.8,2024
"Laguindingan Airport, Misamis Oriental",Mar,0.6,2024
"Laoag City, Ilocos Norte",Mar,0.0,2024
"Legazpi City, Albay",Mar,183.6,2024
"Lumbia, Misamis Oriental",Mar,,2024
"Maasin, Southern Leyte",Mar,26.1,2024
"Mactan International Airport, Cebu",Mar,10.2,2024
"Malaybalay, Bukidnon",Mar,18.7,2024
"Masbate, Masbate",Mar,19.2,2024
"Mulanay, Quezon",Mar,29.6,2024
"NAIA (MIA), Pasay City",Mar,11.5,2024
"Panglao, Bohol",Mar,38.7,2024
"Puerto Princesa City, Palawan",Mar,0.0,2024
"Romblon, Romblon",Mar,65.2,2024
"Roxas City, Capiz",Mar,14.0,2024
"San Jose, Occidental Mindoro",Mar,0.0,2024
"Sangley Point, Cavite",Mar,8.7,2024
"Science Garden, Quezon City",Mar,34.0,2024
"Sinait, Ilocos Sur (former Vigan Station)",Mar,0.0,2024
"Surigao, Surigao Del Norte",Mar,144.8,2024
"Tacloban City, Leyte",Mar,46.60000000000001,2024
"Tanay, Rizal",Mar,10.7,2024
"Tayabas, Quezon",Mar,151.2,2024
"Tuguegarao, Cagayan",Mar,15.4,2024
"Virac Synop, Catanduanes",Mar,125.1,2024
"Zamboanga, Zamboanga Del Sur",Mar,5.6,2024
"Alabat, Quezon",Apr,9.2,2024
"Ambulong, Batangas",Apr,0.0,2024
"Aparri, Cagayan",Apr,2.8,2024
"Baguio City, Benguet",Apr,39.4,2024
"Baler, Aurora (Radar)",Apr,124.7,2024
"Basco, Batanes (Radar)",Apr,6.6000000000000005,2024
"Borongan, Eastern Samar",Apr,117.3,2024
"Butuan City, Agusan Del Norte",Apr,66.29999999999998,2024
"Calapan, Oriental Mindoro",Apr,118.3,2024
"Calayan, Cagayan",Apr,2.5999999999999996,2024
"Casiguran, Aurora",Apr,113.0,2024
"Catarman, Northern Samar",Apr,85.9,2024
"Catbalogan, Western Samar",Apr,43.0,2024
"Clark International Airport, Pampanga",Apr,0.1,2024
"CLSU, Nueva Ecija",Apr,9.4,2024
"Cotabato City, Maguindanao",Apr,45.6,2024
"Cubi Point, Subic Bay Olongapo City, Zambales",Apr,0.0,2024
"Cuyo, Palawan",Apr,0.0,2024
"Daet, Camarines Norte",Apr,9.6,2024
"Dagupan City, Pangasinan",Apr,0.0,2024
"Davao City, Davao Del Sur",Apr,61.9,2024
"Dipolog, Zamboanga Del Norte",Apr,63.7,2024
"Dumaguete City, Negros Oriental",Apr,0.0,2024
"General Santos, South Cotabato",Apr,64.80000000000001,2024
"Guiuan, Eastern Samar",Apr,99.4,2024
"Iba, Zambales",Apr,0.0,2024
"Infanta, Quezon",Apr,15.8,2024
"Itbayat, Batanes",Apr,4.1,2024
"Juban, Sorsogon",Apr,44.79999999999999,2024
"Laguindingan Airport, Misamis Oriental",Apr,0.0,2024
"Laoag City, Ilocos Norte",Apr,0.0,2024
"Legazpi City, Albay",Apr,64.3,2024
"Lumbia, Misamis Oriental",Apr,,2024
"Maasin, Southern Leyte",Apr,24.299999999999997,2024
"Mactan International Airport, Cebu",Apr,3.6,2024
"Malaybalay, Bukidnon",Apr,16.5,2024
"Masbate, Masbate",Apr,7.4,2024
"Mulanay, Quezon",Apr,3.2,2024
"NAIA (MIA), Pasay City",Apr,0.0,2024
"Panglao, Bohol",Apr,6.1,2024
"Puerto Princesa City, Palawan",Apr,0.2,2024
"Romblon, Romblon",Apr,6.7,2024
"Roxas City, Capiz",Apr,0.0,2024
"San Jose, Occidental Mindoro",Apr,0.0,2024
"Sangley Point, Cavite",Apr,0.0,2024
"Science Garden, Quezon City",Apr,0.0,2024
"Sinait, Ilocos Sur (former Vigan Station)",Apr,0.0,2024
"Surigao, Surigao Del Norte",Apr,113.8,2024
"Tacloban City, Leyte",Apr,33.9,2024
"Tanay, Rizal",Apr,4.0,2024
"Tayabas, Quezon",Apr,5.5,2024
"Tuguegarao, Cagayan",Apr,26.0,2024
"Virac Synop, Catanduanes",Apr,60.4,2024
"Zamboanga, Zamboanga Del Sur",Apr,32.9,2024
"Alabat, Quezon",May,272.7,2024
"Ambulong, Batangas",May,134.7,2024
"Aparri, Cagayan",May,26.0,2024
"Baguio City, Benguet",May,351.2,2024
"Baler, Aurora (Radar)",May,283.7,2024
"Basco, Batanes (Radar)",May,90.8,2024
"Borongan, Eastern Samar",May,225.8,2024
"Butuan City, Agusan Del Norte",May,47.2,2024
"Calapan, Oriental Mindoro",May,239.0,2024
"Calayan, Cagayan",May,62.10000000000001,2024
"Casiguran, Aurora",May,343.2,2024
"Catarman, Northern Samar",May,153.4,2024
"Catbalogan, Western Samar",May,284.7,2024
"Clark International Airport, Pampanga",May,97.3,2024
"CLSU, Nueva Ecija",May,124.1,2024
"Cotabato City, Maguindanao",May,150.89999999999998,2024
"Cubi Point, Subic Bay Olongapo City, Zambales",May,142.8,2024
"Cuyo, Palawan",May,93.7,2024
"Daet, Camarines Norte",May,161.3,2024
"Dagupan City, Pangasinan",May,122.0,2024
"Davao City, Davao Del Sur",May,82.5,2024
"Dipolog, Zamboanga Del Norte",May,127.7,2024
"Dumaguete City, Negros Oriental",May,27.4,2024
"General Santos, South Cotabato",May,30.2,2024
"Guiuan, Eastern Samar",May,131.2,2024
"Iba, Zambales",May,294.0,2024
"Infanta, Quezon",May,459.1,2024
"Itbayat, Batanes",May,86.1,2024
"Juban, Sorsogon",May,128.6,2024
"Laguindingan Airport, Misamis Oriental",May,58.900000000000006,2024
"Laoag City, Ilocos Norte",May,160.4,2024
"Legazpi City, Albay",May,149.6,2024
"Lumbia, Misamis Oriental",May,,2024
"Maasin, Southern Leyte",May,46.599999999999994,2024
"Mactan International Airport, Cebu",May,26.8,2024
"Malaybalay, Bukidnon",May,180.0,2024
"Masbate, Masbate",May,125.8,2024
"Mulanay, Quezon",May,283.0,2024
"NAIA (MIA), Pasay City",May,189.0,2024
"Panglao, Bohol",May,36.6,2024
"Puerto Princesa City, Palawan",May,54.099999999999994,2024
"Romblon, Romblon",May,182.8,2024
"Roxas City, Capiz",May,44.5,2024
"San Jose, Occidental Mindoro",May,107.1,2024
"Sangley Point, Cavite",May,113.4,2024
"Science Garden, Quezon City",May,280.6,2024
"Sinait, Ilocos Sur (former Vigan Station)",May,313.7,2024
"Surigao, Surigao Del Norte",May,87.8,2024
"Tacloban City, Leyte",May,140.4,2024
"Tanay, Rizal",May,228.9,2024
"Tayabas, Quezon",May,498.2999999999999,2024
"Tuguegarao, Cagayan",May,121.9,2024
"Virac Synop, Catanduanes",May,138.60000000000002,2024
"Zamboanga, Zamboanga Del Sur",May,21.1,2024
"Alabat, Quezon",Jun,176.1,2024
"Ambulong, Batangas",Jun,258.3,2024
"Aparri, Cagayan",Jun,78.3,2024
"Baguio City, Benguet",Jun,165.4,2024
"Baler, Aurora (Radar)",Jun,246.0,2024
"Basco, Batanes (Radar)",Jun,145.9,2024
"Borongan, Eastern Samar",Jun,309.49999999999994,2024
"Butuan City, Agusan Del Norte",Jun,219.8,2024
"Calapan, Oriental Mindoro",Jun,169.30000000000004,2024
"Calayan, Cagayan",Jun,110.5,2024
"Casiguran, Aurora",Jun,137.59999999999997,2024
"Catarman, Northern Samar",Jun,103.9,2024
"Catbalogan, Western Samar",Jun,238.3,2024
"Clark International Airport, Pampanga",Jun,253.19999999999996,2024
"CLSU, Nueva Ecija",Jun,303.9,2024
"Cotabato City, Maguindanao",Jun,202.2,2024
"Cubi Point, Subic Bay Olongapo City, Zambales",Jun,133.7,2024
"Cuyo, Palawan",Jun,392.3,2024
"Daet, Camarines Norte",Jun,195.4,2024
"Dagupan City, Pangasinan",Jun,108.8,2024
"Davao City, Davao Del Sur",Jun,242.3,2024
"Dipolog, Zamboanga Del Norte",Jun,160.9,2024
"Dumaguete City, Negros Oriental",Jun,135.7,2024
"General Santos, South Cotabato",Jun,157.6,2024
"Guiuan, Eastern Samar",Jun,304.9,2024
"Iba, Zambales",Jun,430.2,2024
"Infanta, Quezon",Jun,327.3,2024
"Itbayat, Batanes",Jun,126.5,2024
"Juban, Sorsogon",Jun,135.20000000000002,2024
"Laguindingan Airport, Misamis Oriental",Jun,170.2,2024
"Laoag City, Ilocos Norte",Jun,156.79999999999998,2024
"Legazpi City, Albay",Jun,153.5,2024
"Lumbia, Misamis Oriental",Jun,,2024
"Maasin, Southern Leyte",Jun,204.5,2024
"Mactan International Airport, Cebu",Jun,199.19999999999996,2024
"Malaybalay, Bukidnon",Jun,382.3,2024
"Masbate, Masbate",Jun,163.09999999999997,2024
"Mulanay, Quezon",Jun,238.3,2024
"NAIA (MIA), Pasay City",Jun,300.5,2024
"Panglao, Bohol",Jun,84.6,2024
"Puerto Princesa City, Palawan",Jun,159.5,2024
"Romblon, Romblon",Jun,222.6,2024
"Roxas City, Capiz",Jun,147.5,2024
"San Jose, Occidental Mindoro",Jun,158.0,2024
"Sangley Point, Cavite",Jun,248.4,2024
"Science Garden, Quezon City",Jun,186.4,2024
"Sinait, Ilocos Sur (former Vigan Station)",Jun,189.00000000000003,2024
"Surigao, Surigao Del Norte",Jun,146.20000000000002,2024
"Tacloban City, Leyte",Jun,212.39999999999995,2024
"Tanay, Rizal",Jun,205.99999999999997,2024
"Tayabas, Quezon",Jun,214.2,2024
"Tuguegarao, Cagayan",Jun,106.1,2024
"Virac Synop, Catanduanes",Jun,207.7,2024
"Zamboanga, Zamboanga Del Sur",Jun,204.1,2024
"Alabat, Quezon",Jul,424.1,2024
"Ambulong, Batangas",Jul,488.8,2024
"Aparri, Cagayan",Jul,328.8,2024
"Baguio City, Benguet",Jul,1048.6,2024
"Baler, Aurora (Radar)",Jul,605.1999999999999,2024
"Basco, Batanes (Radar)",Jul,390.4000000000001,2024
"Borongan, Eastern Samar",Jul,490.2999999999999,2024
"Butuan City, Agusan Del Norte",Jul,233.5,2024
"Calapan, Oriental Mindoro",Jul,486.2,2024
"Calayan, Cagayan",Jul,660.3000000000001,2024
"Casiguran, Aurora",Jul,359.2,2024
"Catarman, Northern Samar",Jul,255.69999999999996,2024
"Catbalogan, Western Samar",Jul,292.4,2024
"Clark International Airport, Pampanga",Jul,714.2999999999998,2024
"CLSU, Nueva Ecija",Jul,344.90000000000003,2024
"Cotabato City, Maguindanao",Jul,369.0,2024
"Cubi Point, Subic Bay Olongapo City, Zambales",Jul,696.1000000000001,2024
"Cuyo, Palawan",Jul,360.4,2024
"Daet, Camarines Norte",Jul,288.0,2024
"Dagupan City, Pangasinan",Jul,515.9000000000001,2024
"Davao City, Davao Del Sur",Jul,392.6000000000001,2024
"Dipolog, Zamboanga Del Norte",Jul,194.5,2024
"Dumaguete City, Negros Oriental",Jul,207.7,2024
"General Santos, South Cotabato",Jul,99.2,2024
"Guiuan, Eastern Samar",Jul,375.8,2024
"Iba, Zambales",Jul,863.0000000000002,2024
"Infanta, Quezon",Jul,430.19999999999993,2024
"Itbayat, Batanes",Jul,351.09999999999997,2024
"Juban, Sorsogon",Jul,266.40000000000003,2024
"Laguindingan Airport, Misamis Oriental",Jul,326.50000000000006,2024
"Laoag City, Ilocos Norte",Jul,767.8000000000002,2024
"Legazpi City, Albay",Jul,464.7,2024
"Lumbia, Misamis Oriental",Jul,,2024
"Maasin, Southern Leyte",Jul,267.7,2024
"Mactan International Airport, Cebu",Jul,285.20000000000005,2024
"Malaybalay, Bukidnon",Jul,534.3000000000002,2024
"Masbate, Masbate",Jul,285.40000000000003,2024
"Mulanay, Quezon",Jul,177.79999999999998,2024
"NAIA (MIA), Pasay City",Jul,516.5,2024
"Panglao, Bohol",Jul,192.9,2024
"Puerto Princesa City, Palawan",Jul,151.50000000000003,2024
"Romblon, Romblon",Jul,536.0,2024
"Roxas City, Capiz",Jul,590.5,2024
"San Jose, Occidental Mindoro",Jul,396.5,2024
"Sangley Point, Cavite",Jul,515.8,2024
"Science Garden, Quezon City",Jul,703.6,2024
"Sinait, Ilocos Sur (former Vigan Station)",Jul,765.8000000000001,2024
"Surigao, Surigao Del Norte",Jul,221.5,2024
"Tacloban City, Leyte",Jul,198.6,2024
"Tanay, Rizal",Jul,646.3,2024
"Tayabas, Quezon",Jul,450.0,2024
"Tuguegarao, Cagayan",Jul,278.00000000000006,2024
"Virac Synop, Catanduanes",Jul,289.4,2024
"Zamboanga, Zamboanga Del Sur",Jul,320.79999999999995,2024
"Alabat, Quezon",Aug,93.4,2024
"Ambulong, Batangas",Aug,183.8,2024
"Aparri, Cagayan",Aug,140.8,2024
"Baguio City, Benguet",Aug,281.4,2024
"Baler, Aurora (Radar)",Aug,259.20000000000005,2024
"Basco, Batanes (Radar)",Aug,184.3,2024
"Borongan, Eastern Samar",Aug,292.90000000000003,2024
"Butuan City, Agusan Del Norte",Aug,87.30000000000001,2024
"Calapan, Oriental Mindoro",Aug,125.7,2024
"Calayan, Cagayan",Aug,102.5,2024
"Casiguran, Aurora",Aug,145.5,2024
"Catarman, Northern Samar",Aug,214.5,2024
"Catbalogan, Western Samar",Aug,364.0,2024
"Clark International Airport, Pampanga",Aug,314.59999999999997,2024
"CLSU, Nueva Ecija",Aug,284.29999999999995,2024
"Cotabato City, Maguindanao",Aug,152.5,2024
"Cubi Point, Subic Bay Olongapo City, Zambales",Aug,561.8000000000001,2024
"Cuyo, Palawan",Aug,365.5,2024
"Daet, Camarines Norte",Aug,142.8,2024
"Dagupan City, Pangasinan",Aug,190.3,2024
"Davao City, Davao Del Sur",Aug,53.4,2024
"Dipolog, Zamboanga Del Norte",Aug,149.7,2024
"Dumaguete City, Negros Oriental",Aug,146.20000000000002,2024
"General Santos, South Cotabato",Aug,71.2,2024
"Guiuan, Eastern Samar",Aug,139.8,2024
"Hinatuan, Surigao Del Sur",Aug,124.0,2024
"Iba, Zambales",Aug,399.30000000000007,2024
"Infanta, Quezon",Aug,90.59999999999998,2024
"Itbayat, Batanes",Aug,96.0,2024
"Juban, Sorsogon",Aug,251.0,2024
"Laguindingan Airport, Misamis Oriental",Aug,121.5,2024
"Laoag City, Ilocos Norte",Aug,265.6,2024
"Legazpi City, Albay",Aug,218.1,2024
"Lumbia, Misamis Oriental",Aug,,2024
"Maasin, Southern Leyte",Aug,171.99999999999997,2024
"Mactan International Airport, Cebu",Aug,192.1,2024
"Malaybalay, Bukidnon",Aug,479.0,2024
"Masbate, Masbate",Aug,99.0,2024
"Mulanay, Quezon",Aug,158.39999999999998,2024
"NAIA (MIA), Pasay City",Aug,264.0,2024
"Panglao, Bohol",Aug,221.1,2024
"Puerto Princesa City, Palawan",Aug,140.1,2024
"Romblon, Romblon",Aug,183.8,2024
"Roxas City, Capiz",Aug,230.5,2024
"San Jose, Occidental Mindoro",Aug,242.49999999999997,2024
"Sangley Point, Cavite",Aug,260.9,2024
"Science Garden, Quezon City",Aug,365.0999999999999,2024
"Sinait, Ilocos Sur (former Vigan Station)",Aug,214.69999999999996,2024
"Surigao, Surigao Del Norte",Aug,53.2,2024
"Tacloban City, Leyte",Aug,180.0,2024
"Tanay, Rizal",Aug,376.3,2024
"Tayabas, Quezon",Aug,189.7,2024
"Tuguegarao, Cagayan",Aug,85.2,2024
"Virac Synop, Catanduanes",Aug,203.3,2024
"Zamboanga, Zamboanga Del Sur",Aug,119.1,2024
"Alabat, Quezon",Sep,325.5,2024
"Ambulong, Batangas",Sep,178.2,2024
"Aparri, Cagayan",Sep,457.4,2024
"Baguio City, Benguet",Sep,851.4,2024
"Baler, Aurora (Radar)",Sep,312.1,2024
"Basco, Batanes (Radar)",Sep,490.2000000000001,2024
"Borongan, Eastern Samar",Sep,136.1,2024
"Butuan City, Agusan Del Norte",Sep,74.9,2024
"Calapan, Oriental Mindoro",Sep,215.6,2024
"Calayan, Cagayan",Sep,821.5,2024
"Casiguran, Aurora",Sep,381.3,2024
"Catarman, Northern Samar",Sep,343.2,2024
"Catbalogan, Western Samar",Sep,224.09999999999997,2024
"Clark International Airport, Pampanga",Sep,640.5,2024
"CLSU, Nueva Ecija",Sep,605.6,2024
"Cotabato City, Maguindanao",Sep,504.8,2024
"Cubi Point, Subic Bay Olongapo City, Zambales",Sep,1068.8,2024
"Cuyo, Palawan",Sep,241.0,2024
"Daet, Camarines Norte",Sep,505.99999999999994,2024
"Dagupan City, Pangasinan",Sep,704.0999999999999,2024
"Davao City, Davao Del Sur",Sep,120.70000000000002,2024
"Dipolog, Zamboanga Del Norte",Sep,436.7999999999999,2024
"Dumaguete City, Negros Oriental",Sep,161.6,2024
"General Santos, South Cotabato",Sep,136.80000000000004,2024
"Guiuan, Eastern Samar",Sep,108.29999999999998,2024
"Hinatuan, Surigao Del Sur",Sep,94.5,2024
"Iba, Zambales",Sep,1402.6,2024
"Infanta, Quezon",Sep,341.79999999999995,2024
"Itbayat, Batanes",Sep,395.6,2024
"Juban, Sorsogon",Sep,443.6,2024
"Laguindingan Airport, Misamis Oriental",Sep,82.69999999999999,2024
"Laoag City, Ilocos Norte",Sep,1052.2000000000005,2024
"Legazpi City, Albay",Sep,486.69999999999993,2024
"Lumbia, Misamis Oriental",Sep,,2024
"Maasin, Southern Leyte",Sep,106.3,2024
"Mactan International Airport, Cebu",Sep,180.4,2024
"Malaybalay, Bukidnon",Sep,133.70000000000002,2024
"Masbate, Masbate",Sep,183.6,2024
"Mulanay, Quezon",Sep,337.7,2024
"NAIA (MIA), Pasay City",Sep,318.0,2024
"Panglao, Bohol",Sep,105.4,2024
"Puerto Princesa City, Palawan",Sep,497.49999999999994,2024
"Romblon, Romblon",Sep,274.3,2024
"Roxas City, Capiz",Sep,158.0,2024
"San Jose, Occidental Mindoro",Sep,976.9,2024
"Sangley Point, Cavite",Sep,358.99999999999994,2024
"Science Garden, Quezon City",Sep,500.7000000000001,2024
"Sinait, Ilocos Sur (former Vigan Station)",Sep,722.9,2024
"Surigao, Surigao Del Norte",Sep,77.9,2024
"Tacloban City, Leyte",Sep,149.60000000000002,2024
"Tanay, Rizal",Sep,634.7000000000002,2024
"Tayabas, Quezon",Sep,483.9,2024
"Tuguegarao, Cagayan",Sep,182.1,2024
"Virac Synop, Catanduanes",Sep,251.70000000000007,2024
"Zamboanga, Zamboanga Del Sur",Sep,190.3,2024
"Alabat, Quezon",Oct,536.1999999999999,2024
"Ambulong, Batangas",Oct,670.0,2024
"Aparri, Cagayan",Oct,226.9,2024
"Baguio City, Benguet",Oct,655.8,2024
"Baler, Aurora (Radar)",Oct,355.2,2024
"Basco, Batanes (Radar)",Oct,330.1000000000001,2024
"Borongan, Eastern Samar",Oct,273.69999999999993,2024
"Butuan City, Agusan Del Norte",Oct,148.2,2024
"Calapan, Oriental Mindoro",Oct,359.8999999999999,2024
"Calayan, Cagayan",Oct,580.0,2024
"Casiguran, Aurora",Oct,417.5,2024
"Catarman, Northern Samar",Oct,576.1,2024
"Catbalogan, Western Samar",Oct,388.4,2024
"Clark International Airport, Pampanga",Oct,218.7,2024
"CLSU, Nueva Ecija",Oct,250.4,2024
"Cotabato City, Maguindanao",Oct,684.0,2024
"Cubi Point, Subic Bay Olongapo City, Zambales",Oct,302.5,2024
"Cuyo, Palawan",Oct,267.5,2024
"Daet, Camarines Norte",Oct,913.1,2024
"Dagupan City, Pangasinan",Oct,393.3,2024
"Davao City, Davao Del Sur",Oct,244.3,2024
"Dipolog, Zamboanga Del Norte",Oct,177.39999999999998,2024
"Dumaguete City, Negros Oriental",Oct,160.49999999999994,2024
"General Santos, South Cotabato",Oct,34.99999999999999,2024
"Guiuan, Eastern Samar",Oct,161.49999999999997,2024
"Hinatuan, Surigao Del Sur",Oct,242.80000000000004,2024
"Iba, Zambales",Oct,325.50000000000006,2024
"Infanta, Quezon",Oct,314.4,2024
"Itbayat, Batanes",Oct,523.4,2024
"Juban, Sorsogon",Oct,811.4,2024
"Laguindingan Airport, Misamis Oriental",Oct,338.09999999999997,2024
"Laoag City, Ilocos Norte",Oct,170.29999999999998,2024
"Legazpi City, Albay",Oct,780.6999999999999,2024
"Lumbia, Misamis Oriental",Oct,,2024
"Maasin, Southern Leyte",Oct,92.6,2024
"Mactan International Airport, Cebu",Oct,87.4,2024
"Malaybalay, Bukidnon",Oct,287.7,2024
"Masbate, Masbate",Oct,359.6000000000001,2024
"Mulanay, Quezon",Oct,584.9000000000001,2024
"NAIA (MIA), Pasay City",Oct,251.5,2024
"Panglao, Bohol",Oct,192.80000000000004,2024
"Puerto Princesa City, Palawan",Oct,142.0,2024
"Romblon, Romblon",Oct,408.6,2024
"Roxas City, Capiz",Oct,409.0,2024
"San Jose, Occidental Mindoro",Oct,359.09999999999997,2024
"Sangley Point, Cavite",Oct,302.7,2024
"Science Garden, Quezon City",Oct,558.0999999999999,2024
"Sinait, Ilocos Sur (former Vigan Station)",Oct,151.7,2024
"Surigao, Surigao Del Norte",Oct,101.1,2024
"Tacloban City, Leyte",Oct,210.8,2024
"Tanay, Rizal",Oct,738.6,2024
"Tayabas, Quezon",Oct,483.7,2024
"Tuguegarao, Cagayan",Oct,274.6,2024
"Virac Synop, Catanduanes",Oct,691.3000000000002,2024
"Zamboanga, Zamboanga Del Sur",Oct,301.70000000000005,2024
"Alabat, Quezon",Nov,542.0,2024
"Ambulong, Batangas",Nov,39.400000000000006,2024
"Aparri, Cagayan",Nov,528.3,2024
"Baguio City, Benguet",Nov,434.8,2024
"Baler, Aurora (Radar)",Nov,284.2,2024
"Basco, Batanes (Radar)",Nov,457.5,2024
"Borongan, Eastern Samar",Nov,232.4,2024
"Butuan City, Agusan Del Norte",Nov,100.0,2024
"Calapan, Oriental Mindoro",Nov,120.6,2024
"Calayan, Cagayan",Nov,770.0999999999999,2024
"Casiguran, Aurora",Nov,634.0,2024
"Catarman, Northern Samar",Nov,307.4,2024
"Catbalogan, Western Samar",Nov,151.6,2024
"Clark International Airport, Pampanga",Nov,72.9,2024
"CLSU, Nueva Ecija",Nov,224.2,2024
"Cotabato City, Maguindanao",Nov,155.00000000000003,2024
"Cubi Point, Subic Bay Olongapo City, Zambales",Nov,29.299999999999997,2024
"Cuyo, Palawan",Nov,14.5,2024
"Daet, Camarines Norte",Nov,670.5,2024
"Dagupan City, Pangasinan",Nov,180.8,2024
"Davao City, Davao Del Sur",Nov,184.8,2024
"Dipolog, Zamboanga Del Norte",Nov,202.2,2024
"Dumaguete City, Negros Oriental",Nov,98.0,2024
"General Santos, South Cotabato",Nov,26.4,2024
"Guiuan, Eastern Samar",Nov,136.7,2024
"Hinatuan, Surigao Del Sur",Nov,559.1000000000001,2024
"Iba, Zambales",Nov,112.8,2024
"Infanta, Quezon",Nov,152.9,2024
"Itbayat, Batanes",Nov,320.3,2024
"Juban, Sorsogon",Nov,403.0,2024
"Laguindingan Airport, Misamis Oriental",Nov,51.9,2024
"Laoag City, Ilocos Norte",Nov,197.1,2024
"Legazpi City, Albay",Nov,303.20000000000005,2024
"Lumbia, Misamis Oriental",Nov,,2024
"Maasin, Southern Leyte",Nov,232.3,2024
"Mactan International Airport, Cebu",Nov,75.60000000000001,2024
"Malaybalay, Bukidnon",Nov,339.70000000000005,2024
"Masbate, Masbate",Nov,109.70000000000002,2024
"Mulanay, Quezon",Nov,255.2,2024
"NAIA (MIA), Pasay City",Nov,59.5,2024
"Panglao, Bohol",Nov,55.5,2024
"Puerto Princesa City, Palawan",Nov,39.900000000000006,2024
"Romblon, Romblon",Nov,194.0,2024
"Roxas City, Capiz",Nov,86.5,2024
"San Jose, Occidental Mindoro",Nov,12.0,2024
"Sangley Point, Cavite",Nov,81.89999999999998,2024
"Science Garden, Quezon City",Nov,64.6,2024
"Sinait, Ilocos Sur (former Vigan Station)",Nov,150.0,2024
"Surigao, Surigao Del Norte",Nov,562.1999999999999,2024
